,weather,count,registered,casual
8547,3,65.0,62.0,3.0
8548,1,47.0,44.0,3.0
8549,1,33.0,28.0,5.0
8550,1,13.0,13.0,0.0
8551,1,7.0,7.0,0.0
8552,2,4.0,3.0,1.0
8553,2,49.0,46.0,3.0
8554,1,185.0,179.0,6.0
8555,2,487.0,468.0,19.0
8556,2,681.0,649.0,32.0
8557,2,350.0,316.0,34.0
8558,1,236.0,175.0,61.0
8559,1,234.0,180.0,54.0
8560,1,284.0,209.0,75.0
8561,1,280.0,221.0,59.0
8562,1,263.0,175.0,88.0
8563,1,295.0,206.0,89.0
8564,1,479.0,386.0,93.0
8565,1,652.0,564.0,88.0
8566,1,513.0,448.0,65.0
8567,1,320.0,284.0,36.0
8568,1,288.0,251.0,37.0
8569,1,152.0,134.0,18.0
8570,1,63.0,55.0,8.0
8571,1,42.0,36.0,6.0
8572,1,11.0,8.0,3.0
8573,1,6.0,6.0,0.0
8574,1,9.0,9.0,0.0
8575,1,41.0,37.0,4.0
8576,1,183.0,177.0,6.0
8577,1,473.0,452.0,21.0
8578,1,343.0,312.0,31.0
8579,1,181.0,130.0,51.0
8580,1,226.0,167.0,59.0
8581,1,286.0,230.0,56.0
8582,1,310.0,212.0,98.0
8583,1,225.0,171.0,54.0
8584,1,270.0,202.0,68.0
8585,1,406.0,335.0,71.0
8586,1,607.0,509.0,98.0
8587,1,427.0,376.0,51.0
8588,1,342.0,301.0,41.0
8589,1,262.0,227.0,35.0
8590,1,177.0,152.0,25.0
8591,1,71.0,56.0,15.0
8592,1,43.0,32.0,11.0
8593,1,14.0,14.0,0.0
8594,1,6.0,5.0,1.0
8595,1,12.0,11.0,1.0
8596,1,37.0,35.0,2.0
8597,1,163.0,158.0,5.0
8598,1,421.0,396.0,25.0
8599,1,668.0,636.0,32.0
8600,2,396.0,327.0,69.0
8601,2,249.0,167.0,82.0
8602,2,263.0,186.0,77.0
8603,2,338.0,243.0,95.0
8604,2,345.0,247.0,98.0
8605,2,331.0,229.0,102.0
8606,1,380.0,268.0,112.0
8607,2,492.0,380.0,112.0
8608,2,671.0,573.0,98.0
8609,2,469.0,388.0,81.0
8610,2,389.0,300.0,89.0
8611,2,278.0,224.0,54.0
8612,1,202.0,156.0,46.0
8613,1,196.0,170.0,26.0
8614,1,161.0,137.0,24.0
8615,1,122.0,99.0,23.0
8616,1,84.0,64.0,20.0
8617,1,30.0,19.0,11.0
8618,1,13.0,11.0,2.0
8619,1,17.0,16.0,1.0
8620,1,49.0,37.0,12.0
8621,1,67.0,49.0,18.0
8622,1,181.0,132.0,49.0
8623,1,278.0,217.0,61.0
8624,1,396.0,288.0,108.0
8625,1,470.0,315.0,155.0
8626,1,547.0,325.0,222.0
8627,1,527.0,332.0,195.0
8628,1,472.0,289.0,183.0
8629,1,489.0,284.0,205.0
8630,1,450.0,253.0,197.0
8631,1,492.0,313.0,179.0
8632,1,490.0,321.0,169.0
8633,1,397.0,264.0,133.0
8634,1,312.0,195.0,117.0
8635,1,289.0,193.0,96.0
8636,1,269.0,165.0,104.0
8637,1,222.0,161.0,61.0
8638,1,153.0,121.0,32.0
8639,1,87.0,79.0,8.0
8640,1,73.0,68.0,5.0
8641,1,41.0,32.0,9.0
8642,1,14.0,11.0,3.0
8643,1,19.0,18.0,1.0
8644,1,19.0,12.0,7.0
8645,1,68.0,50.0,18.0
8646,1,108.0,81.0,27.0
8647,1,229.0,168.0,61.0
8648,1,364.0,253.0,111.0
8649,1,437.0,282.0,155.0
8650,1,491.0,330.0,161.0
8651,1,523.0,315.0,208.0
8652,1,526.0,365.0,161.0
8653,1,450.0,286.0,164.0
8654,1,421.0,278.0,143.0
8655,1,382.0,260.0,122.0
8656,3,229.0,154.0,75.0
8657,1,185.0,139.0,46.0
8658,1,193.0,140.0,53.0
8659,1,208.0,157.0,51.0
8660,1,157.0,100.0,57.0
8661,2,87.0,58.0,29.0
8662,2,33.0,24.0,9.0
8663,1,11.0,10.0,1.0
8664,2,5.0,5.0,0.0
8665,3,5.0,5.0,0.0
8666,2,11.0,8.0,3.0
8667,1,25.0,23.0,2.0
8668,2,141.0,137.0,4.0
8669,3,407.0,393.0,14.0
8670,2,605.0,578.0,27.0
8671,3,276.0,248.0,28.0
8672,1,213.0,159.0,54.0
8673,1,260.0,152.0,108.0
8674,2,285.0,213.0,72.0
8675,1,289.0,204.0,85.0
8676,1,287.0,188.0,99.0
8677,1,274.0,183.0,91.0
8678,1,451.0,363.0,88.0
8679,1,640.0,531.0,109.0
8680,1,457.0,368.0,89.0
8681,1,317.0,245.0,72.0
8682,1,207.0,157.0,50.0
8683,1,113.0,97.0,16.0
8684,1,47.0,32.0,15.0
8685,1,18.0,16.0,2.0
8686,1,13.0,7.0,6.0
8687,1,6.0,6.0,0.0
8688,1,9.0,7.0,2.0
8689,1,36.0,33.0,3.0
8690,2,179.0,176.0,3.0
8691,2,502.0,481.0,21.0
8692,2,705.0,664.0,41.0
8693,2,327.0,283.0,44.0
8694,2,250.0,161.0,89.0
8695,2,214.0,130.0,84.0
8696,2,283.0,197.0,86.0
8697,2,253.0,185.0,68.0
8698,2,261.0,185.0,76.0
8699,1,306.0,206.0,100.0
8700,3,445.0,344.0,101.0
8701,2,610.0,506.0,104.0
8702,2,448.0,374.0,74.0
8703,2,317.0,247.0,70.0
8704,1,224.0,181.0,43.0
8705,1,138.0,120.0,18.0
8706,1,58.0,46.0,12.0
8707,1,23.0,20.0,3.0
8708,1,6.0,5.0,1.0
8709,1,7.0,6.0,1.0
8710,1,7.0,6.0,1.0
8711,2,43.0,40.0,3.0
8712,2,173.0,169.0,4.0
8713,2,482.0,458.0,24.0
8714,2,341.0,308.0,33.0
8715,2,214.0,151.0,63.0
8716,2,239.0,159.0,80.0
8717,2,280.0,217.0,63.0
8718,2,313.0,212.0,101.0
8719,2,236.0,173.0,63.0
8720,2,278.0,168.0,110.0
8721,2,441.0,328.0,113.0
8722,1,686.0,567.0,119.0
8723,1,500.0,424.0,76.0
8724,1,381.0,311.0,70.0
8725,1,233.0,198.0,35.0
8726,1,136.0,120.0,16.0
8727,1,67.0,51.0,16.0
8728,1,28.0,23.0,5.0
8729,1,14.0,12.0,2.0
8730,1,6.0,5.0,1.0
8731,2,10.0,10.0,0.0
8732,2,41.0,37.0,4.0
8733,1,167.0,162.0,5.0
8734,2,475.0,451.0,24.0
8735,1,698.0,670.0,28.0
8736,1,353.0,299.0,54.0
8737,1,205.0,133.0,72.0
8738,1,260.0,166.0,94.0
8739,1,277.0,192.0,85.0
8740,1,281.0,201.0,80.0
8741,1,247.0,161.0,86.0
8742,1,267.0,204.0,63.0
8743,1,417.0,320.0,97.0
8744,1,623.0,533.0,90.0
8745,1,478.0,387.0,91.0
8746,2,336.0,286.0,50.0
8747,2,259.0,218.0,41.0
8748,1,156.0,137.0,19.0
8749,1,85.0,68.0,17.0
8750,1,41.0,35.0,6.0
8751,1,20.0,14.0,6.0
8752,2,9.0,6.0,3.0
8753,3,7.0,7.0,0.0
8754,3,33.0,29.0,4.0
8755,3,44.0,41.0,3.0
8756,3,133.0,128.0,5.0
8757,3,119.0,112.0,7.0
8758,2,220.0,199.0,21.0
8759,1,193.0,166.0,27.0
8760,3,251.0,178.0,73.0
8761,2,315.0,240.0,75.0
8762,2,290.0,224.0,66.0
8763,1,307.0,236.0,71.0
8764,1,324.0,224.0,100.0
8765,1,467.0,371.0,96.0
8766,1,730.0,619.0,111.0
8767,1,640.0,552.0,88.0
8768,1,492.0,394.0,98.0
8769,1,370.0,315.0,55.0
8770,1,286.0,236.0,50.0
8771,1,218.0,168.0,50.0
8772,1,192.0,159.0,33.0
8773,1,180.0,142.0,38.0
8774,1,116.0,84.0,32.0
8775,3,85.0,66.0,19.0
8776,3,21.0,19.0,2.0
8777,1,10.0,7.0,3.0
8778,1,11.0,9.0,2.0
8779,2,23.0,18.0,5.0
8780,1,62.0,54.0,8.0
8781,1,162.0,132.0,30.0
8782,1,271.0,217.0,54.0
8783,1,407.0,282.0,125.0
8784,1,499.0,296.0,203.0
8785,1,546.0,332.0,214.0
8786,1,569.0,341.0,228.0
8787,1,538.0,290.0,248.0
8788,1,562.0,316.0,246.0
8789,1,531.0,304.0,227.0
8790,3,512.0,292.0,220.0
8791,2,300.0,193.0,107.0
8792,2,275.0,178.0,97.0
8793,3,160.0,129.0,31.0
8794,2,128.0,102.0,26.0
8795,2,168.0,128.0,40.0
8796,3,163.0,121.0,42.0
8797,2,120.0,96.0,24.0
8798,1,113.0,92.0,21.0
8799,1,86.0,67.0,19.0
8800,1,48.0,37.0,11.0
8801,1,10.0,8.0,2.0
8802,1,10.0,9.0,1.0
8803,1,16.0,14.0,2.0
8804,1,39.0,30.0,9.0
8805,1,119.0,84.0,35.0
8806,1,217.0,153.0,64.0
8807,1,328.0,240.0,88.0
8808,1,449.0,282.0,167.0
8809,1,505.0,342.0,163.0
8810,1,543.0,365.0,178.0
8811,1,579.0,366.0,213.0
8812,1,577.0,342.0,235.0
8813,1,513.0,300.0,213.0
8814,1,505.0,319.0,186.0
8815,1,491.0,327.0,164.0
8816,1,465.0,317.0,148.0
8817,1,300.0,204.0,96.0
8818,1,220.0,142.0,78.0
8819,1,181.0,141.0,40.0
8820,1,110.0,85.0,25.0
8821,1,47.0,33.0,14.0
8822,1,14.0,11.0,3.0
8823,1,9.0,8.0,1.0
8824,1,6.0,5.0,1.0
8825,1,11.0,11.0,0.0
8826,1,36.0,33.0,3.0
8827,1,159.0,155.0,4.0
8828,1,436.0,425.0,11.0
8829,2,673.0,648.0,25.0
8830,2,305.0,265.0,40.0
8831,2,199.0,111.0,88.0
8832,1,245.0,151.0,94.0
8833,1,276.0,180.0,96.0
8834,1,254.0,175.0,79.0
8835,1,248.0,163.0,85.0
8836,1,274.0,194.0,80.0
8837,1,464.0,348.0,116.0
8838,1,555.0,467.0,88.0
8839,1,432.0,374.0,58.0
8840,1,290.0,246.0,44.0
8841,1,192.0,148.0,44.0
8842,1,128.0,100.0,28.0
8843,1,60.0,48.0,12.0
8844,1,27.0,19.0,8.0
8845,2,11.0,9.0,2.0
8846,2,3.0,3.0,0.0
8847,2,5.0,5.0,0.0
8848,2,36.0,35.0,1.0
8849,3,64.0,63.0,1.0
8850,2,179.0,178.0,1.0
8851,2,618.0,591.0,27.0
8852,2,402.0,354.0,48.0
8853,1,208.0,155.0,53.0
8854,1,196.0,127.0,69.0
8855,1,300.0,207.0,93.0
8856,1,286.0,203.0,83.0
8857,1,255.0,175.0,80.0
8858,1,283.0,199.0,84.0
8859,1,458.0,363.0,95.0
8860,1,627.0,533.0,94.0
8861,1,436.0,371.0,65.0
8862,1,308.0,252.0,56.0
8863,1,189.0,161.0,28.0
8864,1,167.0,114.0,53.0
8865,1,60.0,52.0,8.0
8866,1,37.0,31.0,6.0
8867,1,8.0,7.0,1.0
8868,1,11.0,10.0,1.0
8869,1,4.0,4.0,0.0
8870,1,39.0,35.0,4.0
8871,1,172.0,160.0,12.0
8872,2,492.0,467.0,25.0
8873,2,682.0,642.0,40.0
8874,2,367.0,310.0,57.0
8875,2,233.0,163.0,70.0
8876,2,235.0,155.0,80.0
8877,1,307.0,230.0,77.0
8878,2,294.0,206.0,88.0
8879,2,255.0,161.0,94.0
8880,1,266.0,196.0,70.0
8881,1,431.0,340.0,91.0
8882,1,649.0,525.0,124.0
8883,1,427.0,355.0,72.0
8884,1,315.0,266.0,49.0
8885,1,226.0,197.0,29.0
8886,1,138.0,120.0,18.0
8887,1,76.0,63.0,13.0
8888,1,21.0,18.0,3.0
8889,1,15.0,15.0,0.0
8890,1,4.0,4.0,0.0
8891,1,5.0,3.0,2.0
8892,1,37.0,30.0,7.0
8893,1,165.0,162.0,3.0
8894,1,464.0,448.0,16.0
8895,1,682.0,649.0,33.0
8896,1,337.0,296.0,41.0
8897,1,199.0,121.0,78.0
8898,1,274.0,191.0,83.0
8899,1,343.0,247.0,96.0
8900,1,300.0,219.0,81.0
8901,1,248.0,176.0,72.0
8902,1,260.0,197.0,63.0
8903,1,419.0,340.0,79.0
8904,1,677.0,558.0,119.0
8905,1,514.0,414.0,100.0
8906,1,356.0,273.0,83.0
8907,1,254.0,185.0,69.0
8908,1,226.0,168.0,58.0
8909,1,88.0,67.0,21.0
8910,1,54.0,38.0,16.0
8911,1,19.0,15.0,4.0
8912,1,6.0,6.0,0.0
8913,1,9.0,9.0,0.0
8914,1,36.0,34.0,2.0
8915,1,157.0,151.0,6.0
8916,1,379.0,368.0,11.0
8917,1,668.0,625.0,43.0
8918,1,378.0,320.0,58.0
8919,1,231.0,149.0,82.0
8920,1,303.0,205.0,98.0
8921,1,365.0,255.0,110.0
8922,1,357.0,254.0,103.0
8923,1,328.0,200.0,128.0
8924,1,383.0,256.0,127.0
8925,2,488.0,372.0,116.0
8926,2,669.0,561.0,108.0
8927,2,491.0,403.0,88.0
8928,2,359.0,262.0,97.0
8929,2,255.0,198.0,57.0
8930,3,213.0,170.0,43.0
8931,3,121.0,100.0,21.0
8932,2,105.0,99.0,6.0
8933,3,92.0,78.0,14.0
8934,3,43.0,39.0,4.0
8935,1,30.0,23.0,7.0
8936,1,13.0,8.0,5.0
8937,1,9.0,7.0,2.0
8938,1,27.0,23.0,4.0
8939,1,64.0,52.0,12.0
8940,1,189.0,161.0,28.0
8941,1,292.0,211.0,81.0
8942,1,480.0,314.0,166.0
8943,1,536.0,356.0,180.0
8944,1,654.0,388.0,266.0
8945,1,644.0,355.0,289.0
8946,1,598.0,356.0,242.0
8947,1,596.0,346.0,250.0
8948,1,641.0,354.0,287.0
8949,1,635.0,379.0,256.0
8950,1,554.0,329.0,225.0
8951,1,488.0,324.0,164.0
8952,1,341.0,242.0,99.0
8953,1,338.0,248.0,90.0
8954,1,261.0,171.0,90.0
8955,1,235.0,175.0,60.0
8956,1,187.0,143.0,44.0
8957,1,131.0,102.0,29.0
8958,2,119.0,103.0,16.0
8959,2,55.0,34.0,21.0
8960,2,26.0,22.0,4.0
8961,2,11.0,8.0,3.0
8962,2,20.0,15.0,5.0
8963,2,41.0,29.0,12.0
8964,2,124.0,90.0,34.0
8965,2,270.0,184.0,86.0
8966,2,425.0,287.0,138.0
8967,3,272.0,189.0,83.0
8968,3,298.0,186.0,112.0
8969,3,162.0,112.0,50.0
8970,3,149.0,108.0,41.0
8971,2,276.0,187.0,89.0
8972,2,356.0,259.0,97.0
8973,2,343.0,267.0,76.0
8974,2,377.0,291.0,86.0
8975,2,341.0,269.0,72.0
8976,2,274.0,213.0,61.0
8977,3,190.0,154.0,36.0
8978,2,56.0,50.0,6.0
8979,2,46.0,39.0,7.0
8980,1,168.0,146.0,22.0
8981,1,79.0,68.0,11.0
8982,1,69.0,61.0,8.0
8983,1,35.0,29.0,6.0
8984,1,12.0,9.0,3.0
8985,1,22.0,20.0,2.0
8986,1,36.0,23.0,13.0
8987,2,66.0,58.0,8.0
8988,2,162.0,134.0,28.0
8989,2,237.0,175.0,62.0
8990,2,417.0,289.0,128.0
8991,2,492.0,273.0,219.0
8992,2,471.0,284.0,187.0
8993,2,504.0,267.0,237.0
8994,2,514.0,274.0,240.0
8995,2,563.0,306.0,257.0
8996,2,462.0,253.0,209.0
8997,2,463.0,258.0,205.0
8998,2,442.0,258.0,184.0
8999,3,392.0,235.0,157.0
9000,3,207.0,140.0,67.0
9001,3,104.0,83.0,21.0
9002,2,78.0,57.0,21.0
9003,1,145.0,88.0,57.0
9004,2,99.0,72.0,27.0
9005,1,73.0,58.0,15.0
9006,1,84.0,56.0,28.0
9007,1,42.0,33.0,9.0
9008,1,22.0,15.0,7.0
9009,1,12.0,10.0,2.0
9010,2,15.0,13.0,2.0
9011,1,42.0,29.0,13.0
9012,1,129.0,99.0,30.0
9013,2,232.0,144.0,88.0
9014,2,388.0,230.0,158.0
9015,2,489.0,263.0,226.0
9016,3,545.0,297.0,248.0
9017,3,493.0,230.0,263.0
9018,3,457.0,208.0,249.0
9019,3,355.0,176.0,179.0
9020,1,474.0,252.0,222.0
9021,1,503.0,284.0,219.0
9022,1,500.0,273.0,227.0
9023,2,292.0,152.0,140.0
9024,2,104.0,41.0,63.0
9025,1,171.0,92.0,79.0
9026,3,166.0,100.0,66.0
9027,3,123.0,70.0,53.0
9028,2,104.0,62.0,42.0
9029,2,55.0,37.0,18.0
9030,1,40.0,30.0,10.0
9031,1,28.0,22.0,6.0
9032,1,11.0,5.0,6.0
9033,1,4.0,3.0,1.0
9034,1,15.0,12.0,3.0
9035,1,43.0,37.0,6.0
9036,2,127.0,91.0,36.0
9037,2,229.0,158.0,71.0
9038,2,359.0,224.0,135.0
9039,2,459.0,272.0,187.0
9040,2,543.0,352.0,191.0
9041,2,566.0,357.0,209.0
9042,1,512.0,349.0,163.0
9043,1,449.0,281.0,168.0
9044,1,500.0,335.0,165.0
9045,1,498.0,317.0,181.0
9046,1,482.0,337.0,145.0
9047,1,374.0,301.0,73.0
9048,1,261.0,183.0,78.0
9049,1,184.0,142.0,42.0
9050,2,121.0,104.0,17.0
9051,2,70.0,58.0,12.0
9052,2,29.0,19.0,10.0
9053,1,24.0,9.0,15.0
9054,1,5.0,4.0,1.0
9055,2,10.0,9.0,1.0
9056,2,8.0,8.0,0.0
9057,2,38.0,37.0,1.0
9058,2,172.0,165.0,7.0
9059,2,493.0,480.0,13.0
9060,1,632.0,617.0,15.0
9061,2,323.0,293.0,30.0
9062,2,172.0,130.0,42.0
9063,2,198.0,159.0,39.0
9064,1,287.0,233.0,54.0
9065,1,275.0,203.0,72.0
9066,1,274.0,202.0,72.0
9067,1,292.0,224.0,68.0
9068,1,458.0,397.0,61.0
9069,1,552.0,502.0,50.0
9070,1,385.0,338.0,47.0
9071,1,268.0,240.0,28.0
9072,1,179.0,154.0,25.0
9073,1,95.0,83.0,12.0
9074,1,37.0,27.0,10.0
9075,1,13.0,11.0,2.0
9076,1,9.0,9.0,0.0
9077,1,4.0,4.0,0.0
9078,1,5.0,3.0,2.0
9079,2,40.0,39.0,1.0
9080,1,210.0,203.0,7.0
9081,2,500.0,489.0,11.0
9082,1,725.0,692.0,33.0
9083,1,290.0,263.0,27.0
9084,2,235.0,181.0,54.0
9085,2,217.0,156.0,61.0
9086,1,266.0,217.0,49.0
9087,1,234.0,184.0,50.0
9088,1,211.0,177.0,34.0
9089,1,245.0,204.0,41.0
9090,1,430.0,344.0,86.0
9091,1,662.0,598.0,64.0
9092,1,412.0,357.0,55.0
9093,1,296.0,278.0,18.0
9094,1,219.0,181.0,38.0
9095,1,150.0,126.0,24.0
9096,2,65.0,35.0,30.0
9097,2,18.0,16.0,2.0
9098,1,8.0,7.0,1.0
9099,1,9.0,9.0,0.0
9100,2,8.0,8.0,0.0
9101,2,38.0,35.0,3.0
9102,2,200.0,189.0,11.0
9103,2,482.0,461.0,21.0
9104,3,646.0,622.0,24.0
9105,3,123.0,115.0,8.0
9106,3,49.0,40.0,9.0
9107,3,62.0,52.0,10.0
9108,2,137.0,126.0,11.0
9109,2,191.0,152.0,39.0
9110,1,216.0,178.0,38.0
9111,1,270.0,228.0,42.0
9112,1,416.0,374.0,42.0
9113,1,558.0,504.0,54.0
9114,1,406.0,356.0,50.0
9115,1,272.0,240.0,32.0
9116,1,217.0,193.0,24.0
9117,1,169.0,150.0,19.0
9118,1,96.0,79.0,17.0
9119,1,29.0,19.0,10.0
9120,1,11.0,10.0,1.0
9121,1,9.0,9.0,0.0
9122,1,8.0,7.0,1.0
9123,1,40.0,39.0,1.0
9124,1,140.0,135.0,5.0
9125,1,486.0,465.0,21.0
9126,1,719.0,690.0,29.0
9127,1,344.0,311.0,33.0
9128,1,224.0,171.0,53.0
9129,1,296.0,215.0,81.0
9130,1,323.0,247.0,76.0
9131,1,354.0,283.0,71.0
9132,1,253.0,187.0,66.0
9133,1,331.0,265.0,66.0
9134,1,470.0,395.0,75.0
9135,1,568.0,498.0,70.0
9136,1,391.0,340.0,51.0
9137,1,301.0,246.0,55.0
9138,1,299.0,247.0,52.0
9139,1,248.0,220.0,28.0
9140,1,150.0,130.0,20.0
9141,2,117.0,107.0,10.0
9142,1,77.0,68.0,9.0
9143,2,43.0,40.0,3.0
9144,2,11.0,8.0,3.0
9145,2,15.0,13.0,2.0
9146,2,34.0,26.0,8.0
9147,1,82.0,71.0,11.0
9148,1,230.0,197.0,33.0
9149,1,348.0,261.0,87.0
9150,1,422.0,322.0,100.0
9151,1,578.0,405.0,173.0
9152,1,694.0,474.0,220.0
9153,1,668.0,435.0,233.0
9154,1,626.0,366.0,260.0
9155,3,512.0,337.0,175.0
9156,3,114.0,95.0,19.0
9157,3,171.0,119.0,52.0
9158,3,167.0,140.0,27.0
9159,3,215.0,187.0,28.0
9160,2,194.0,166.0,28.0
9161,2,181.0,155.0,26.0
9162,2,194.0,176.0,18.0
9163,2,133.0,121.0,12.0
9164,2,124.0,106.0,18.0
9165,1,124.0,104.0,20.0
9166,1,96.0,81.0,15.0
9167,1,46.0,32.0,14.0
9168,1,28.0,16.0,12.0
9169,1,55.0,39.0,16.0
9170,1,35.0,24.0,11.0
9171,1,70.0,50.0,20.0
9172,1,170.0,143.0,27.0
9173,1,299.0,214.0,85.0
9174,1,495.0,323.0,172.0
9175,1,585.0,391.0,194.0
9176,1,729.0,491.0,238.0
9177,1,647.0,415.0,232.0
9178,1,696.0,412.0,284.0
9179,1,701.0,473.0,228.0
9180,1,671.0,458.0,213.0
9181,1,560.0,404.0,156.0
9182,1,496.0,362.0,134.0
9183,1,356.0,265.0,91.0
9184,1,206.0,149.0,57.0
9185,1,189.0,125.0,64.0
9186,1,92.0,70.0,22.0
9187,1,41.0,35.0,6.0
9188,1,18.0,11.0,7.0
9189,1,17.0,6.0,11.0
9190,1,12.0,7.0,5.0
9191,1,5.0,4.0,1.0
9192,1,40.0,36.0,4.0
9193,1,180.0,172.0,8.0
9194,1,447.0,427.0,20.0
9195,1,730.0,697.0,33.0
9196,1,361.0,321.0,40.0
9197,1,210.0,168.0,42.0
9198,1,236.0,167.0,69.0
9199,1,332.0,256.0,76.0
9200,1,323.0,251.0,72.0
9201,1,340.0,233.0,107.0
9202,1,346.0,231.0,115.0
9203,1,488.0,380.0,108.0
9204,1,633.0,562.0,71.0
9205,1,390.0,356.0,34.0
9206,1,285.0,256.0,29.0
9207,1,159.0,144.0,15.0
9208,1,93.0,86.0,7.0
9209,1,32.0,27.0,5.0
9210,1,10.0,10.0,0.0
9211,1,6.0,5.0,1.0
9212,1,8.0,7.0,1.0
9213,1,9.0,8.0,1.0
9214,1,44.0,41.0,3.0
9215,1,211.0,200.0,11.0
9216,1,596.0,572.0,24.0
9217,1,358.0,323.0,35.0
9218,1,196.0,142.0,54.0
9219,1,247.0,187.0,60.0
9220,1,316.0,254.0,62.0
9221,1,328.0,256.0,72.0
9222,1,255.0,181.0,74.0
9223,1,326.0,253.0,73.0
9224,1,536.0,437.0,99.0
9225,1,596.0,540.0,56.0
9226,1,461.0,421.0,40.0
9227,1,310.0,282.0,28.0
9228,1,216.0,189.0,27.0
9229,1,109.0,91.0,18.0
9230,1,49.0,41.0,8.0
9231,1,21.0,19.0,2.0
9232,1,11.0,9.0,2.0
9233,1,7.0,7.0,0.0
9234,1,5.0,5.0,0.0
9235,1,48.0,44.0,4.0
9236,1,205.0,199.0,6.0
9237,1,557.0,533.0,24.0
9238,1,328.0,278.0,50.0
9239,1,205.0,148.0,57.0
9240,1,232.0,181.0,51.0
9241,1,352.0,264.0,88.0
9242,1,323.0,238.0,85.0
9243,1,278.0,200.0,78.0
9244,1,318.0,243.0,75.0
9245,1,509.0,419.0,90.0
9246,1,635.0,557.0,78.0
9247,1,470.0,432.0,38.0
9248,1,306.0,279.0,27.0
9249,1,212.0,189.0,23.0
9250,1,127.0,111.0,16.0
9251,1,57.0,46.0,11.0
9252,1,28.0,22.0,6.0
9253,1,9.0,9.0,0.0
9254,1,11.0,9.0,2.0
9255,1,6.0,6.0,0.0
9256,1,57.0,54.0,3.0
9257,1,195.0,186.0,9.0
9258,1,571.0,549.0,22.0
9259,1,338.0,292.0,46.0
9260,1,212.0,149.0,63.0
9261,1,254.0,183.0,71.0
9262,1,297.0,240.0,57.0
9263,1,283.0,223.0,60.0
9264,1,274.0,214.0,60.0
9265,1,352.0,253.0,99.0
9266,1,491.0,406.0,85.0
9267,1,674.0,594.0,80.0
9268,1,463.0,408.0,55.0
9269,1,317.0,291.0,26.0
9270,1,251.0,223.0,28.0
9271,1,170.0,137.0,33.0
9272,1,87.0,63.0,24.0
9273,1,41.0,35.0,6.0
9274,1,30.0,23.0,7.0
9275,1,14.0,9.0,5.0
9276,1,12.0,11.0,1.0
9277,1,41.0,40.0,1.0
9278,1,152.0,144.0,8.0
9279,2,454.0,437.0,17.0
9280,2,347.0,301.0,46.0
9281,2,246.0,171.0,75.0
9282,2,280.0,196.0,84.0
9283,2,409.0,290.0,119.0
9284,2,408.0,301.0,107.0
9285,2,371.0,258.0,113.0
9286,2,367.0,273.0,94.0
9287,2,563.0,454.0,109.0
9288,1,579.0,496.0,83.0
9289,1,404.0,337.0,67.0
9290,1,312.0,270.0,42.0
9291,1,229.0,189.0,40.0
9292,1,195.0,168.0,27.0
9293,1,207.0,169.0,38.0
9294,1,109.0,101.0,8.0
9295,1,93.0,75.0,18.0
9296,1,37.0,31.0,6.0
9297,2,6.0,3.0,3.0
9298,1,16.0,15.0,1.0
9299,1,33.0,27.0,6.0
9300,1,73.0,63.0,10.0
9301,1,212.0,169.0,43.0
9302,1,342.0,263.0,79.0
9303,1,442.0,323.0,119.0
9304,1,627.0,399.0,228.0
9305,1,706.0,419.0,287.0
9306,1,704.0,377.0,327.0
9307,1,715.0,390.0,325.0
9308,2,654.0,342.0,312.0
9309,2,729.0,434.0,295.0
9310,2,614.0,382.0,232.0
9311,1,478.0,309.0,169.0
9312,1,330.0,241.0,89.0
9313,1,296.0,210.0,86.0
9314,1,279.0,197.0,82.0
9315,1,229.0,182.0,47.0
9316,1,151.0,123.0,28.0
9317,1,117.0,82.0,35.0
9318,1,89.0,62.0,27.0
9319,1,48.0,38.0,10.0
9320,1,8.0,6.0,2.0
9321,1,13.0,10.0,3.0
9322,1,35.0,26.0,9.0
9323,1,71.0,43.0,28.0
9324,1,128.0,94.0,34.0
9325,1,296.0,226.0,70.0
9326,1,490.0,330.0,160.0
9327,1,559.0,376.0,183.0
9328,1,656.0,468.0,188.0
9329,1,694.0,454.0,240.0
9330,1,635.0,410.0,225.0
9331,1,557.0,342.0,215.0
9332,1,596.0,402.0,194.0
9333,1,570.0,393.0,177.0
9334,1,481.0,361.0,120.0
9335,1,403.0,312.0,91.0
9336,1,324.0,267.0,57.0
9337,1,191.0,148.0,43.0
9338,1,127.0,109.0,18.0
9339,1,94.0,85.0,9.0
9340,1,45.0,31.0,14.0
9341,1,21.0,12.0,9.0
9342,1,13.0,8.0,5.0
9343,1,7.0,7.0,0.0
9344,1,11.0,9.0,2.0
9345,1,45.0,44.0,1.0
9346,1,164.0,157.0,7.0
9347,1,492.0,474.0,18.0
9348,1,683.0,647.0,36.0
9349,1,299.0,265.0,34.0
9350,2,202.0,129.0,73.0
9351,2,252.0,191.0,61.0
9352,2,295.0,233.0,62.0
9353,1,343.0,231.0,112.0
9354,2,332.0,203.0,129.0
9355,2,338.0,256.0,82.0
9356,2,453.0,379.0,74.0
9357,2,486.0,435.0,51.0
9358,2,340.0,308.0,32.0
9359,3,233.0,205.0,28.0
9360,3,129.0,109.0,20.0
9361,3,70.0,66.0,4.0
9362,3,13.0,11.0,2.0
9363,3,5.0,5.0,0.0
9364,3,4.0,4.0,0.0
9365,2,6.0,6.0,0.0
9366,2,7.0,5.0,2.0
9367,2,48.0,45.0,3.0
9368,2,167.0,163.0,4.0
